,device_id,visit_id,venue_id,visit_start_time,visit_end_time,visit_lat,visit_long,visit_weight,user_home_lat,user_home_long,date,month,day,trip_distance,visit_duration,hour,weekday,weekday_name,weighted_sum,loyalty
10,1019,5c96e2b6ce03d6065eb51006,4ceb1df9727f7ce6265b814d,2019-03-23 10:55:00,2019-03-23 12:07:00,41.37256622,-72.91426849,96.39173967,41.36338459,-72.94877371,2019-03-23 10:55:00,3,23,3.0600498099891893,72.0,10,5,Saturday,8151.854295332065,loyal
11,1019,5c9c2a6090bbbb06a0d98cdc,4ceb1df9727f7ce6265b814d,2019-03-27 09:26:00,2019-03-27 10:25:00,41.37232208,-72.91435242,93.70590651,41.36448992,-72.94922763,2019-03-27 09:26:00,3,27,3.0586141103129143,59.0,9,2,Wednesday,8151.854295332065,loyal
12,1019,5c9d7b708be72206b57c9378,4ceb1df9727f7ce6265b814d,2019-03-28 10:35:00,2019-03-28 12:13:00,41.37227631,-72.91429138,94.04701062,41.36420141,-72.94986996,2019-03-28 10:35:00,3,28,3.1193173796111284,98.0,10,3,Thursday,8151.854295332065,loyal
13,1019,5c9ecd3cd81dc30682f2033c,4ceb1df9727f7ce6265b814d,2019-03-29 11:37:00,2019-03-29 12:33:00,41.37226868,-72.91426849,92.7513011,41.36366795,-72.94900608,2019-03-29 11:37:00,3,29,3.0683780259020152,56.0,11,4,Friday,8151.854295332065,loyal
14,1019,5ca01c4b5e5cd3067085ffc2,4ceb1df9727f7ce6265b814d,2019-03-30 10:29:00,2019-03-30 11:55:00,41.37230682,-72.91434479,92.3667519,41.36350548,-72.94934995,2019-03-30 10:29:00,3,30,3.1013796475820814,86.0,10,5,Saturday,8151.854295332065,loyal
15,1019,5ca420a6a9b7a2069165bcb1,4ceb1df9727f7ce6265b814d,2019-04-02 10:33:00,2019-04-02 12:01:00,41.3723526,-72.91434479,91.33439158,41.36340402,-72.94876459,2019-04-02 10:33:00,4,2,3.0586251996451854,88.0,10,1,Tuesday,8151.854295332065,loyal
16,1019,5ca563e6ef287f061c468db4,4ceb1df9727f7ce6265b814d,2019-04-03 10:36:00,2019-04-03 11:26:00,41.37219238,-72.91373444,91.83147302,41.36296659,-72.94862774,2019-04-03 10:36:00,4,3,3.064018364482731,50.0,10,2,Wednesday,8151.854295332065,loyal
17,1019,5ca6b5cf1034ec05d40e2b9c,4ceb1df9727f7ce6265b814d,2019-04-04 10:35:00,2019-04-04 11:18:00,41.37232971,-72.91424561,90.49432891,41.36352604,-72.94680873,2019-04-04 10:35:00,4,4,2.8997622623699915,43.0,10,3,Thursday,8151.854295332065,loyal
18,1019,5ca967332ff1fc062eab2068,4ceb1df9727f7ce6265b814d,2019-04-06 10:31:00,2019-04-06 11:22:00,41.37244415,-72.91399384,89.2871725,41.36308714,-72.94986626,2019-04-06 10:31:00,4,6,3.1572411322344585,51.0,10,5,Saturday,8151.854295332065,loyal
19,1019,5cab7aa6c044c606887ad280,4ceb1df9727f7ce6265b814d,2019-04-07 22:14:00,2019-04-07 22:55:00,41.37234497,-72.91455841,88.44741796,41.36415622,-72.94909641,2019-04-07 22:14:00,4,7,3.058943590021822,41.0,22,6,Sunday,8151.854295332065,loyal
20,1019,5caeadca25d285066d5b781e,4ceb1df9727f7ce6265b814d,2019-04-10 10:27:00,2019-04-10 11:22:00,41.37210083,-72.9140625,90.25278555,41.36377965,-72.94934309,2019-04-10 10:27:00,4,10,3.0913017555228994,55.0,10,2,Wednesday,8151.854295332065,loyal
21,1019,5cbfc2a734578e06538c25c6,4ceb1df9727f7ce6265b814d,2019-04-23 10:39:00,2019-04-23 11:53:00,41.37195587,-72.91333771,89.26325105,41.36521672,-72.94783033,2019-04-23 10:39:00,4,23,2.9238229373372633,74.0,10,1,Tuesday,8151.854295332065,loyal
22,1019,5cc1131d53358a066f67f4dd,4ceb1df9727f7ce6265b814d,2019-04-24 09:37:00,2019-04-24 09:59:00,41.37204742,-72.91363525,88.22404413,41.36365036,-72.94855,2019-04-24 09:37:00,4,24,3.032807069986329,22.0,9,2,Wednesday,8151.854295332065,loyal
23,1019,5cc26593bc5aa606483a3068,4ceb1df9727f7ce6265b814d,2019-04-25 10:06:00,2019-04-25 11:21:00,41.37234497,-72.91409302,88.74970171,41.3631829,-72.94752054,2019-04-25 10:06:00,4,25,2.968749783295913,75.0,10,3,Thursday,8151.854295332065,loyal
24,1019,5cc3b64d9c43c005d3e6a614,4ceb1df9727f7ce6265b814d,2019-04-26 11:02:00,2019-04-26 11:47:00,41.3722229,-72.91394806,89.70239039,41.36406889,-72.94966741,2019-04-26 11:02:00,4,26,3.107441788320333,45.0,11,4,Friday,8151.854295332065,loyal
25,1019,5cc516adc778300671ccbdbe,4ceb1df9727f7ce6265b814d,2019-04-27 10:31:00,2019-04-27 11:34:00,41.37215424,-72.91369629,89.78670624,41.36317864,-72.94652605,2019-04-27 10:31:00,4,27,2.8909166607398604,63.00000000000001,10,5,Saturday,8151.854295332065,loyal
26,1019,5cc90edd98220c05fc4378fe,4ceb1df9727f7ce6265b814d,2019-04-30 10:56:00,2019-04-30 11:58:00,41.37208557,-72.91381836,89.58792054,41.36301277,-72.94831198,2019-04-30 10:56:00,4,30,3.037435014066215,62.00000000000001,10,1,Tuesday,8151.854295332065,loyal
27,1019,5cca9d239f8d6805e4afc538,4ceb1df9727f7ce6265b814d,2019-05-01 10:03:00,2019-05-01 10:44:00,41.37184143,-72.91394806,88.99512119,41.36361906,-72.9494001,2019-05-01 10:03:00,5,1,3.10138254227874,41.0,10,2,Wednesday,8151.854295332065,loyal
28,1019,5cccc8aed0c38b061d5cbb8e,4ceb1df9727f7ce6265b814d,2019-05-02 10:35:00,2019-05-02 11:17:00,41.37226105,-72.91397095,88.67019554,41.36397594,-72.94958374,2019-05-02 10:35:00,5,2,3.103842311489532,42.0,10,3,Thursday,8151.854295332065,loyal
29,1019,5ccd98085dd4670617a87598,4ceb1df9727f7ce6265b814d,2019-05-03 10:31:00,2019-05-03 11:09:00,41.3722229,-72.91403198,88.96570485,41.36339727,-72.94839574,2019-05-03 10:31:00,5,3,3.0297077349162937,38.0,10,4,Friday,8151.854295332065,loyal
30,1019,5ccf747fb49af606439ccae9,4ceb1df9727f7ce6265b814d,2019-05-04 11:22:00,2019-05-04 12:09:00,41.37218475,-72.91397858,87.84923349,41.36336325,-72.94748626,2019-05-04 11:22:00,5,4,2.9592257203666748,47.0,11,5,Saturday,8151.854295332065,loyal
31,1019,5cd235eb3c31980641ee0fa2,4ceb1df9727f7ce6265b814d,2019-05-07 10:27:00,2019-05-07 11:10:00,41.37211609,-72.9138031,88.12749936,41.36225793,-72.94999292,2019-05-07 10:27:00,5,7,3.1984253120539767,43.0,10,1,Tuesday,8151.854295332065,loyal
32,1019,5cd4d8ed231ac1071a79c84f,4ceb1df9727f7ce6265b814d,2019-05-09 10:48:00,2019-05-09 11:47:00,41.37218475,-72.9139328,90.02868443,41.36479387,-72.94780321,2019-05-09 10:48:00,5,9,2.934757722878239,59.0,10,3,Thursday,8151.854295332065,loyal
33,1019,5cd6379d996a69067ac4eef2,4ceb1df9727f7ce6265b814d,2019-05-10 11:01:00,2019-05-10 11:57:00,41.37240601,-72.91426086,90.00635558,41.36382001,-72.94892085,2019-05-10 11:01:00,5,10,3.0563212074983834,56.0,11,4,Friday,8151.854295332065,loyal
34,1019,5cd779405aa27105c75ae904,4ceb1df9727f7ce6265b814d,2019-05-11 10:31:00,2019-05-11 11:16:00,41.37215424,-72.91386414,90.17019379,41.36293321,-72.95076559,2019-05-11 10:31:00,5,11,3.2339579139074868,45.0,10,5,Saturday,8151.854295332065,loyal
35,1019,5cdb7cdf4dc8b105ed6f95d5,4ceb1df9727f7ce6265b814d,2019-05-14 10:19:00,2019-05-14 11:07:00,41.37227631,-72.91434479,90.98616948,41.3635148,-72.95077973,2019-05-14 10:19:00,5,14,3.2147296523568833,48.0,10,1,Tuesday,8151.854295332065,loyal
36,1019,5cdcbf9dbe475f059ee118cd,4ceb1df9727f7ce6265b814d,2019-05-15 10:48:00,2019-05-15 11:17:00,41.37242889,-72.91420746,89.86289832,41.36279006,-72.94806238,2019-05-15 10:48:00,5,15,3.026426505856965,29.0,10,2,Wednesday,8151.854295332065,loyal
37,1019,5cde1fb9d5f38b058e0bf149,4ceb1df9727f7ce6265b814d,2019-05-16 10:44:00,2019-05-16 11:30:00,41.37211609,-72.91362762,90.97209685,41.36352022,-72.94847744,2019-05-16 10:44:00,5,16,3.031709519857747,46.0,10,3,Thursday,8151.854295332065,loyal
38,1019,5cdf70b7e23a7805ec77dc2d,4ceb1df9727f7ce6265b814d,2019-05-17 11:04:00,2019-05-17 12:15:00,41.37213898,-72.91350555,90.40173452,41.36439175,-72.9502628,2019-05-17 11:04:00,5,17,3.1447574266626295,71.0,11,4,Friday,8151.854295332065,loyal
39,1019,5d399d8a84024b03c417c849,4ceb1df9727f7ce6265b814d,2019-05-18 11:00:00,2019-05-18 12:11:00,41.37205505,-72.91362762,89.29305915,41.36357709,-72.94849708,2019-05-18 11:00:00,5,18,3.031223296727332,71.0,11,5,Saturday,8151.854295332065,loyal
40,1019,5ce5550894462505cb99f721,4ceb1df9727f7ce6265b814d,2019-05-21 10:46:00,2019-05-21 11:56:00,41.37211609,-72.91374969,89.221248,41.36415759,-72.95003906,2019-05-21 10:46:00,5,21,3.1342699117606108,70.0,10,1,Tuesday,8151.854295332065,loyal
41,1019,5ce609153544ae06011954a5,4ceb1df9727f7ce6265b814d,2019-05-22 10:15:00,2019-05-22 11:19:00,41.37205505,-72.91383362,88.54826774,41.36316598,-72.94800378,2019-05-22 10:15:00,5,22,3.0073903809384186,64.00000000000001,10,2,Wednesday,8151.854295332065,loyal
42,1019,5ce75c8b29399505fc104c08,4ceb1df9727f7ce6265b814d,2019-05-23 11:05:00,2019-05-23 12:13:00,41.37181854,-72.91399384,88.64860894,41.36285695,-72.94670947,2019-05-23 11:05:00,5,23,2.9180250169862294,68.00000000000001,11,3,Thursday,8151.854295332065,loyal
43,1019,5ce93b5427ae5d060d601f36,4ceb1df9727f7ce6265b814d,2019-05-24 11:30:00,2019-05-24 12:12:00,41.37197113,-72.91379547,89.15052914,41.36395537,-72.94884173,2019-05-24 11:30:00,5,24,3.0453823895049505,42.0,11,4,Friday,8151.854295332065,loyal
44,1019,5cea6a704a438d05d1bee97c,4ceb1df9727f7ce6265b814d,2019-05-25 10:10:00,2019-05-25 10:52:00,41.37221527,-72.91362,89.53653693,41.36208912,-72.9488663,2019-05-25 10:10:00,5,25,3.1171560878227513,42.0,10,5,Saturday,8151.854295332065,loyal
45,1019,5cf72db5e91e8805e16da0c3,4ceb1df9727f7ce6265b814d,2019-06-04 11:26:00,2019-06-04 12:11:00,41.37210846,-72.91372681,91.5744995,41.36389421,-72.94940342,2019-06-04 11:26:00,6,4,3.0922062904307546,45.0,11,1,Tuesday,8151.854295332065,loyal
46,1019,5cf8a88b8ba64a05fc6b4ecb,4ceb1df9727f7ce6265b814d,2019-06-05 10:04:00,2019-06-05 10:44:00,41.37198639,-72.91371155,91.03092884,41.36410623,-72.94842118,2019-06-05 10:04:00,6,5,3.006755277134664,40.0,10,2,Wednesday,8151.854295332065,loyal
47,1019,5cf9d1f04100420628560697,4ceb1df9727f7ce6265b814d,2019-06-06 10:56:00,2019-06-06 11:45:00,41.37174988,-72.91394043,90.58840702,41.36267658,-72.95057896,2019-06-06 10:56:00,6,6,3.228581938704316,49.0,10,3,Thursday,8151.854295332065,loyal
48,1019,5cfb2336bdd87005bb88082e,4ceb1df9727f7ce6265b814d,2019-06-07 10:58:00,2019-06-07 11:40:00,41.37187195,-72.91396332,90.88535314,41.36283056,-72.94789997,2019-06-07 10:58:00,6,7,3.01212352821874,42.0,10,4,Friday,8151.854295332065,loyal
49,1019,5cfc8f691aaf33059fd0b85a,4ceb1df9727f7ce6265b814d,2019-06-08 10:44:00,2019-06-08 11:38:00,41.37178802,-72.91399384,90.70901536,41.36264915,-72.9483593,2019-06-08 10:44:00,6,8,3.0551921384235547,54.0,10,5,Saturday,8151.854295332065,loyal
50,1019,5d006876a8819f05d9e81dfb,4ceb1df9727f7ce6265b814d,2019-06-11 10:18:00,2019-06-11 11:16:00,41.37210083,-72.91362762,90.84083283,41.3632658,-72.95006533,2019-06-11 10:18:00,6,11,3.166596918862418,58.0,10,1,Tuesday,8151.854295332065,loyal
51,1019,5d030b6013992f059a260295,4ceb1df9727f7ce6265b814d,2019-06-13 09:50:00,2019-06-13 10:31:00,41.3722229,-72.91360474,90.69041471,41.3650927,-72.94828891,2019-06-13 09:50:00,6,13,2.964492342978788,41.0,9,3,Thursday,8151.854295332065,loyal
52,1019,5d399871243dd203a9dbffef,4ceb1df9727f7ce6265b814d,2019-06-15 10:09:00,2019-06-15 11:48:00,41.37216949,-72.91346741,90.32914093,41.36247086,-72.94789005,2019-06-15 10:09:00,6,15,3.025632964448624,99.0,10,5,Saturday,8151.854295332065,loyal
53,1019,5d09b6a9a342b505f349023e,4ceb1df9727f7ce6265b814d,2019-06-18 10:59:00,2019-06-18 11:41:00,41.37198639,-72.91371918,91.25119989,41.36370195,-72.94659268,2019-06-18 10:59:00,6,18,2.8761623042425146,42.0,10,1,Tuesday,8151.854295332065,loyal
54,1019,5d0b25ee04c1f4061dd72dbd,4ceb1df9727f7ce6265b814d,2019-06-19 10:10:00,2019-06-19 11:07:00,41.37207794,-72.91364288,92.9121585,41.36246269,-72.94853823,2019-06-19 10:10:00,6,19,3.0765479490019425,57.0,10,2,Wednesday,8151.854295332065,loyal
55,1019,5d0c92e1f8f6ed05ad54f7e9,4ceb1df9727f7ce6265b814d,2019-06-20 10:44:00,2019-06-20 11:25:00,41.37232971,-72.91441345,95.17135702,41.36386908,-72.94837975,2019-06-20 10:44:00,6,20,3.011607617729945,41.0,10,3,Thursday,8151.854295332065,loyal
56,1019,5d0d98f29e6a6f062326c8df,4ceb1df9727f7ce6265b814d,2019-06-21 09:52:00,2019-06-21 11:24:00,41.37179565,-72.91379547,94.88069169,41.36341792,-72.94882877,2019-06-21 09:52:00,6,21,3.063201694549996,92.0,9,4,Friday,8151.854295332065,loyal
57,1019,5d399d8e1a8e2403aa08c732,4ceb1df9727f7ce6265b814d,2019-06-22 10:34:00,2019-06-22 11:57:00,41.3720932,-72.91355133,93.29952663,41.36361656,-72.94791508,2019-06-22 10:34:00,6,22,2.9837332786959156,83.0,10,5,Saturday,8151.854295332065,loyal
58,1019,5d12de5134a34605f3f7cdd4,4ceb1df9727f7ce6265b814d,2019-06-25 10:38:00,2019-06-25 11:47:00,41.37219238,-72.91378021,95.72304934,41.36442085,-72.95054409,2019-06-25 10:38:00,6,25,3.166443377924815,69.0,10,1,Tuesday,8151.854295332065,loyal
59,1019,5d14200a964caa05ccf5295d,4ceb1df9727f7ce6265b814d,2019-06-26 10:01:00,2019-06-26 11:17:00,41.37188721,-72.91400909,95.20062781,41.36472386,-72.94699541,2019-06-26 10:01:00,6,26,2.8723615708597485,76.0,10,2,Wednesday,8151.854295332065,loyal
60,1019,5d399d8e1a8e2403aa08c737,4ceb1df9727f7ce6265b814d,2019-06-27 10:45:00,2019-06-27 11:53:00,41.37223053,-72.91392517,93.94480113,41.36332318,-72.94708739,2019-06-27 10:45:00,6,27,2.9293614416427007,68.00000000000001,10,3,Thursday,8151.854295332065,loyal
61,1019,5d16c2eedc2f7205ea67b6f8,4ceb1df9727f7ce6265b814d,2019-06-28 07:49:00,2019-06-28 08:44:00,41.37181091,-72.91387939,92.90969115,41.36372702,-72.94874036,2019-06-28 07:49:00,6,28,3.045210394355048,55.0,7,4,Friday,8151.854295332065,loyal
62,1019,5d18233a1deab506350d8779,4ceb1df9727f7ce6265b814d,2019-06-29 10:30:00,2019-06-29 10:47:00,41.37217712,-72.91343689,93.37904099,41.36367183,-72.94730157,2019-06-29 10:30:00,6,29,2.933221863797767,17.000000000000004,10,5,Saturday,8151.854295332065,loyal
63,1019,5d1c092085d7b006188cea1f,4ceb1df9727f7ce6265b814d,2019-07-02 10:43:00,2019-07-02 11:18:00,41.37218475,-72.91396332,95.26615972,41.36380706,-72.94776883,2019-07-02 10:43:00,7,2,2.9653137458082193,35.0,10,1,Tuesday,8151.854295332065,loyal
64,1019,5d1d693bc23ae80602271325,4ceb1df9727f7ce6265b814d,2019-07-03 09:53:00,2019-07-03 10:16:00,41.37171936,-72.91390991,95.87896971,41.36492543,-72.94822692,2019-07-03 09:53:00,7,3,2.964630024687596,23.0,9,2,Wednesday,8151.854295332065,loyal
65,1019,5d200a69a8191405c9a1edb5,4ceb1df9727f7ce6265b814d,2019-07-05 11:12:00,2019-07-05 11:55:00,41.37176514,-72.91394806,95.69477134,41.36393905,-72.94806659,2019-07-05 11:12:00,7,5,2.984290133372818,43.0,11,4,Friday,8151.854295332065,loyal
66,1019,5d25607938e1d005a4fdc82b,4ceb1df9727f7ce6265b814d,2019-07-09 10:48:00,2019-07-09 11:28:00,41.37200928,-72.9139328,91.77916964,41.36335373,-72.94836253,2019-07-09 10:48:00,7,9,3.0286791841737233,40.0,10,1,Tuesday,8151.854295332065,loyal
67,1019,5d27f4ee2c756105e2870119,4ceb1df9727f7ce6265b814d,2019-07-11 08:38:00,2019-07-11 08:59:00,41.37213898,-72.91371155,93.0275501,41.36397891,-72.94692233,2019-07-11 08:38:00,7,11,2.892110473788207,21.0,8,3,Thursday,8151.854295332065,loyal
68,1019,5d2937c905625605ddf2cf7e,4ceb1df9727f7ce6265b814d,2019-07-12 11:10:00,2019-07-12 11:35:00,41.37224579,-72.91359711,94.69421837,41.36313692,-72.94685289,2019-07-12 11:10:00,7,12,2.918143252751461,25.0,11,4,Friday,8151.854295332065,loyal
69,1019,5d2a97e94fe4fe05a266a5e2,4ceb1df9727f7ce6265b814d,2019-07-13 10:27:00,2019-07-13 11:19:00,41.37237549,-72.91384888,94.2762457,41.36400135,-72.9479696,2019-07-13 10:27:00,7,13,2.97441644434255,52.0,10,5,Saturday,8151.854295332065,loyal
70,1019,5d2e8be33bdaca0621f631c6,4ceb1df9727f7ce6265b814d,2019-07-16 10:46:00,2019-07-16 11:09:00,41.37203979,-72.91368866,91.98405568,41.36362416,-72.94694922,2019-07-16 10:46:00,7,16,2.9071659872103432,23.0,10,1,Tuesday,8151.854295332065,loyal
71,1019,5d2fde3d31e85e0609d47970,4ceb1df9727f7ce6265b814d,2019-07-17 09:23:00,2019-07-17 09:51:00,41.37201691,-72.91365051,92.67002241,41.36197117,-72.94959153,2019-07-17 09:23:00,7,17,3.1784347524295846,28.0,9,2,Wednesday,8151.854295332065,loyal
72,1019,5d312167a3803705f157cb1a,4ceb1df9727f7ce6265b814d,2019-07-18 10:40:00,2019-07-18 11:28:00,41.37199402,-72.91401672,92.35459615,41.36344489,-72.94890101,2019-07-18 10:40:00,7,18,3.0679503156757906,48.0,10,3,Thursday,8151.854295332065,loyal
73,1019,5d3280e6e6f94a0616e6d7a9,4ceb1df9727f7ce6265b814d,2019-07-19 11:03:00,2019-07-19 12:15:00,41.3720932,-72.91371155,91.73807336,41.36173317,-72.94822862,2019-07-19 11:03:00,7,19,3.0825040700855832,72.0,11,4,Friday,8151.854295332065,loyal
74,1019,5d33c2f23da8bf05972b83b8,4ceb1df9727f7ce6265b814d,2019-07-20 10:24:00,2019-07-20 11:35:00,41.37215424,-72.91390991,92.22099256,41.36336687,-72.94877629,2019-07-20 10:24:00,7,20,3.060896239462036,71.0,10,5,Saturday,8151.854295332065,loyal
75,1019,5d37c8c1006434062c4700f4,4ceb1df9727f7ce6265b814d,2019-07-23 10:34:00,2019-07-23 11:18:00,41.37195587,-72.91372681,92.98772335,41.3643867,-72.94975911,2019-07-23 10:34:00,7,23,3.1045044009692893,44.0,10,1,Tuesday,8151.854295332065,loyal
76,1019,5d390a627fa40905bc70d729,4ceb1df9727f7ce6265b814d,2019-07-24 09:58:00,2019-07-24 10:26:00,41.37203979,-72.91374207,92.42766807,41.3648705,-72.94891543,2019-07-24 09:58:00,7,24,3.021670045629553,28.0,9,2,Wednesday,8151.854295332065,loyal
77,1019,5d3a6a4e7d758405bb19cc4c,4ceb1df9727f7ce6265b814d,2019-07-25 10:36:00,2019-07-25 11:06:00,41.37205505,-72.9135437,92.3981536,41.36345933,-72.94890813,2019-07-25 10:36:00,7,25,3.0679963896228686,30.0,10,3,Thursday,8151.854295332065,loyal
78,1019,5d3bcecc3a3ac60629df33be,4ceb1df9727f7ce6265b814d,2019-07-26 12:01:00,2019-07-26 12:53:00,41.37232971,-72.91443634,92.29606883,41.36393384,-72.94718573,2019-07-26 12:01:00,7,26,2.91458768581763,52.0,12,4,Friday,8151.854295332065,loyal
79,1019,5d3d0d8ff3f96a05e0f9a8a3,4ceb1df9727f7ce6265b814d,2019-07-27 08:41:00,2019-07-27 09:26:00,41.37206268,-72.91374207,92.97645928,41.36446934,-72.94933469,2019-07-27 08:41:00,7,27,3.0678513056886585,45.0,8,5,Saturday,8151.854295332065,loyal
80,1019,5d40f2d012a8b305daa72be6,4ceb1df9727f7ce6265b814d,2019-07-30 10:50:00,2019-07-30 11:31:00,41.37201691,-72.91377258,91.2671962,41.36281634,-72.94656573,2019-07-30 10:50:00,7,30,2.9084595962824853,41.0,10,1,Tuesday,8151.854295332065,loyal
81,1019,5d425372501a3605c8d07809,4ceb1df9727f7ce6265b814d,2019-07-31 10:09:00,2019-07-31 10:40:00,41.37214661,-72.91372681,91.34843627,41.36359225,-72.94911162,2019-07-31 10:09:00,7,31,3.0794118006748277,31.000000000000004,10,2,Wednesday,8151.854295332065,loyal
82,1019,5d43970787ec9305973ed98e,4ceb1df9727f7ce6265b814d,2019-08-01 10:22:00,2019-08-01 11:05:00,41.37214661,-72.91381073,91.57864381,41.36474334,-72.94762132,2019-08-01 10:22:00,8,1,2.9218032649934127,43.0,10,3,Thursday,8151.854295332065,loyal
83,1019,5d44f6dcbb225e0623690210,4ceb1df9727f7ce6265b814d,2019-08-02 10:57:00,2019-08-02 12:01:00,41.37210083,-72.91362762,90.67504913,41.36365948,-72.94700836,2019-08-02 10:57:00,8,2,2.910524217547664,64.00000000000001,10,4,Friday,8151.854295332065,loyal
84,1019,5d46560a77e026059dae26ae,4ceb1df9727f7ce6265b814d,2019-08-03 11:23:00,2019-08-03 12:18:00,41.37202454,-72.91374969,91.39533201,41.36192802,-72.94933723,2019-08-03 11:23:00,8,3,3.160376208778707,55.0,11,5,Saturday,8151.854295332065,loyal
85,1019,5d4a3c547b423c0604374bb6,4ceb1df9727f7ce6265b814d,2019-08-06 11:30:00,2019-08-06 12:22:00,41.37203979,-72.91369629,92.465875,41.36397912,-72.94986293,2019-08-06 11:30:00,8,6,3.1260260612433735,52.0,11,1,Tuesday,8151.854295332065,loyal
86,1019,5d4b7ef955cbe906213de0e9,4ceb1df9727f7ce6265b814d,2019-08-07 10:38:00,2019-08-07 11:18:00,41.37227631,-72.91403961,91.74173377,41.36326379,-72.94951036,2019-08-07 10:38:00,8,7,3.1227005641076033,40.0,10,2,Wednesday,8151.854295332065,loyal
87,1019,5d4cdf5511cd7e062b808977,4ceb1df9727f7ce6265b814d,2019-08-08 10:24:00,2019-08-08 11:39:00,41.37211609,-72.91384125,90.6165462,41.36382318,-72.94632977,2019-08-08 10:24:00,8,8,2.8509316731071874,75.0,10,3,Thursday,8151.854295332065,loyal
88,2466,5c7a0e15d3d34507a4d74568,4ceb1df9727f7ce6265b814d,2019-03-01 08:06:00,2019-03-01 08:36:00,41.37263489,-72.91436005,64.16180407,41.29130079,-73.18890119,2019-03-01 08:06:00,3,1,24.695586453036867,30.0,8,4,Friday,275.2562777761119,casual
89,2466,5c964e5ebb258d064464134d,4ceb1df9727f7ce6265b814d,2019-03-22 17:13:00,2019-03-22 18:18:00,41.372612,-72.91445923,60.90853112,41.28999663,-73.19188721,2019-03-22 17:13:00,3,22,24.98140512880948,65.00000000000001,17,4,Friday,275.2562777761119,casual
90,2466,5d296dd1ebe1a905e013067f,4ceb1df9727f7ce6265b814d,2019-07-12 13:00:00,2019-07-12 13:16:00,41.37268066,-72.91430664,51.25589585,41.29016321,-73.1897176,2019-07-12 13:00:00,7,12,24.805644157648718,16.000000000000004,13,4,Friday,275.2562777761119,casual
91,2466,5d41aa6e70821805c1efa9a9,4ceb1df9727f7ce6265b814d,2019-07-30 16:46:00,2019-07-30 17:09:00,41.37271118,-72.91460419,50.10170604,41.29018577,-73.19134507,2019-07-30 16:46:00,7,30,24.93145045856201,23.0,16,1,Tuesday,275.2562777761119,casual
